video_id,f1_sharpness,f1_brightness,f1_saturation,f2_sharpness,f2_brightness,f2_saturation,f3_sharpness,f3_brightness,f3_saturation,f4_sharpness,f4_brightness,f4_saturation,f5_sharpness,f5_brightness,f5_saturation
VIDEO_7581822570454879510,94.31,37.41,183.1,181.85,44.34,187.85,,,,,,,,,
VIDEO_7582254546236230934,512.3,65.81,9.73,839.5,164.26,48.65,524.03,132.93,65.51,,,,,,
VIDEO_7582501864428604694,137.31,65.21,83.27,156.86,65.78,83.14,,,,,,,,,
VIDEO_7582631962330893570,1291.74,126.94,86.12,991.32,128.14,82.75,844.3,125.48,88.28,266.75,82.63,139.55,,,
VIDEO_7582921759985356054,603.22,91.93,91.07,543.07,93.06,97.39,,,,,,,,,
VIDEO_7582952363116268812,339.08,128.99,80.27,347.92,135.08,75.84,,,,,,,,,
VIDEO_7583420207629225238,407.98,108.3,80.64,461.09,108.32,82.48,,,,,,,,,
VIDEO_7583720650200730902,408.5,125.72,113.98,402.87,123.37,114.21,341.79,117.09,113.64,65.38,127.68,103.21,174.66,113.74,91.98
VIDEO_7584105481719844118,509.99,168.54,58.44,517.39,170.59,56.59,,,,,,,,,
VIDEO_7584519298459176214,542.96,88.57,108.77,555.3,90.02,106.73,313.84,76.04,85.14,282.14,70.34,92.48,,,
VIDEO_7584845578429828375,2213.88,149.96,47.77,1817.32,146.94,47.1,,,,,,,,,
VIDEO_7584927758497697035,333.67,169.7,58.84,294.11,169.7,58.59,824.13,173.0,46.63,752.46,130.91,110.52,194.09,160.66,60.34
VIDEO_7586610643130764566,135.51,109.24,99.14,154.69,108.72,100.09,,,,,,,,,
VIDEO_7586630099286510870,15.33,162.51,40.73,16.55,159.6,40.91,16.51,156.69,41.15,181.69,154.23,60.14,,,
VIDEO_7586689516153343288,1063.11,134.62,48.86,1336.04,131.97,52.89,721.56,119.37,52.88,332.16,1.2,0.5,,,
VIDEO_7587070120556580118,64.22,58.16,110.14,76.23,49.66,128.32,,,,,,,,,
VIDEO_7587134900852100374,91.8,6.79,105.36,97.01,7.27,97.82,56.62,105.62,67.63,,,,,,
VIDEO_7587308013363449121,653.54,43.62,122.36,657.65,44.7,121.95,,,,,,,,,
VIDEO_7587402623129636118,948.39,134.18,43.15,531.88,138.86,52.17,845.03,139.19,47.06,,,,,,
VIDEO_7587440240327937302,742.55,152.68,29.66,468.21,156.74,34.88,1147.87,144.58,68.67,1465.28,155.62,49.91,,,
VIDEO_7587442936376233238,337.54,162.69,56.11,338.26,163.2,56.4,338.73,163.54,56.52,238.09,142.57,97.2,,,
VIDEO_7587478416618736918,31.05,172.77,46.21,15.11,172.37,46.1,35.7,136.37,71.14,8.28,158.72,56.9,15.81,163.15,46.38
VIDEO_7587702184708558102,991.91,151.58,84.38,837.97,150.01,82.81,,,,,,,,,
VIDEO_7587833111010954518,714.45,139.3,93.52,725.63,132.54,98.76,,,,,,,,,
VIDEO_7589754729350155542,617.38,95.07,143.83,698.2,93.67,145.08,176.76,58.33,157.29,225.7,64.18,156.58,750.77,60.02,132.96
VIDEO_7590184087122660630,125.01,15.21,81.56,128.59,14.94,71.03,246.04,46.76,111.78,,,,,,
VIDEO_7590299923803884803,800.98,143.04,87.36,682.91,142.2,87.38,,,,,,,,,
VIDEO_7590718903144287510,66.94,117.35,68.29,74.89,56.81,96.11,86.17,51.14,104.63,59.64,62.43,90.28,83.65,63.73,89.14
VIDEO_7591860205567151382,106.25,90.34,176.31,104.17,93.34,172.14,,,,,,,,,
VIDEO_7591891163175554326,176.8,136.89,67.38,240.72,140.26,54.27,,,,,,,,,
VIDEO_7592263862284586263,3884.06,117.66,75.85,4448.17,117.63,77.69,2667.05,114.68,79.98,3692.53,119.85,76.33,,,
VIDEO_7592281951206133014,751.11,108.88,142.35,890.86,108.31,140.58,888.46,78.62,167.36,,,,,,
VIDEO_7593041331174362390,1.91,125.44,79.71,2.48,125.48,79.87,2.34,125.55,79.86,236.16,132.24,32.04,1.93,123.14,62.81
VIDEO_7593403675297467651,332.13,154.28,47.74,299.96,158.76,43.17,,,,,,,,,
VIDEO_7593661214027156758,203.83,133.3,115.34,212.05,133.22,114.78,58.86,0.64,0.0,,,,,,
VIDEO_7593664206210157827,24.89,151.61,44.14,14.15,151.2,44.64,24.58,154.38,48.6,0.0,0.0,0.57,,,
VIDEO_7593673061476420920,49.24,139.53,62.81,49.64,142.53,62.09,82.27,151.44,49.1,793.21,125.25,67.25,1022.43,151.83,61.09
VIDEO_7593727684606168342,577.9,156.59,12.1,601.36,155.57,11.97,619.77,156.36,10.96,0.0,0.0,0.0,,,
VIDEO_7593820955810598156,78.98,125.01,63.27,19.5,143.77,56.06,350.8,98.55,83.04,114.62,118.54,68.25,68.34,140.16,73.23
VIDEO_7594160012247797014,365.19,127.58,61.65,348.92,132.43,46.96,,,,,,,,,
VIDEO_7594911702613773590,125.71,133.59,53.14,86.63,135.91,45.16,,,,,,,,,
VIDEO_7595900789546044684,365.09,124.21,105.81,380.15,122.59,123.07,404.99,120.56,126.61,209.53,125.87,101.26,24.7,156.92,54.51
VIDEO_7595972634450431254,40.05,111.9,113.03,37.56,111.58,97.88,,,,,,,,,
VIDEO_7596412614402460950,179.94,152.85,55.57,166.23,150.53,55.3,190.79,150.16,54.39,86.81,152.7,68.91,15.81,96.3,64.44
VIDEO_7596993704146046230,23.92,106.16,88.12,26.28,106.01,98.25,,,,,,,,,
VIDEO_7597116010528902422,36.95,159.15,73.66,49.86,158.54,73.07,,,,,,,,,
VIDEO_7597370054556011798,62.59,68.43,96.86,64.82,79.98,77.05,,,,,,,,,
VIDEO_7597422827196763414,22.18,136.42,55.93,16.0,146.86,49.77,,,,,,,,,
VIDEO_7597437745258073400,137.9,155.38,75.17,101.17,156.12,73.3,94.37,157.06,74.25,400.76,129.2,54.54,566.42,131.98,58.74
VIDEO_7598574537407548694,104.85,138.88,48.04,71.95,143.15,50.24,66.1,152.39,38.37,44.41,133.74,67.26,,,
VIDEO_7598953535165959426,270.72,163.84,60.7,167.04,178.5,53.13,,,,,,,,,
VIDEO_7601164093910715670,58.43,116.03,126.79,24.9,111.91,156.26,,,,,,,,,
VIDEO_7602656035161050390,139.67,141.06,67.62,127.53,146.41,58.84,,,,,,,,,
VIDEO_7602968538319539478,278.47,176.79,41.62,259.65,171.74,47.83,264.1,168.41,46.17,102.18,157.5,51.47,,,
VIDEO_7603273994216738070,185.44,170.13,29.07,227.72,144.43,57.03,164.06,25.4,141.26,195.34,42.31,194.63,73.54,129.83,126.33
VIDEO_7603412461068291350,339.37,127.73,41.2,325.18,121.31,37.46,380.01,124.58,39.29,27.98,126.26,49.69,,,
VIDEO_7603743614157458710,707.62,131.5,60.45,657.6,131.41,60.15,,,,,,,,,
VIDEO_7604101089775865110,63.49,124.52,29.21,109.28,103.66,46.63,87.18,97.43,48.18,140.78,83.7,85.62,94.66,68.36,85.0
VIDEO_7604808799404264726,1360.27,107.66,172.14,1403.76,106.49,169.08,943.73,106.14,174.02,1529.75,118.49,115.21,2913.45,107.8,130.91
VIDEO_7604886753471761686,1369.99,166.4,44.75,1348.55,166.95,44.25,,,,,,,,,
VIDEO_7605520662588902678,311.59,150.03,84.14,275.12,154.87,78.47,,,,,,,,,
VIDEO_7605548189332016406,434.25,171.34,49.25,327.91,173.83,48.31,,,,,,,,,
VIDEO_7606001119243881750,112.55,139.02,125.71,123.3,138.03,124.74,192.43,136.87,127.2,19.49,146.64,122.34,,,
VIDEO_7606360801234013462,622.42,137.87,134.82,599.18,134.57,136.81,,,,,,,,,
VIDEO_7606743080678591766,642.1,138.64,85.52,621.97,138.29,85.64,,,,,,,,,
